"ID","SO2_MAS+0","SO2_MAS+1","SO2_MAS+2","SO2_MAS+3","SO2_MAS+4","SO2_MAS+5","SO2_MAS+6","SO2_MAS+7","SO2_MAS+8","SO2_MAS+9","SO2_MAS+10","SO2_MAS+11"
528,1,2,2,2,2,1,2,2,2,2,2,2
529,2,2,2,2,1,2,2,2,2,2,2,2
530,2,2,2,1,2,2,2,2,2,2,2,2
531,2,2,1,2,2,2,2,2,2,2,2,2
532,2,1,2,2,2,2,2,2,2,2,2,2
533,1,2,2,2,2,2,2,2,2,2,2,1
534,2,2,2,2,2,2,2,2,2,2,1,2
535,2,2,2,2,2,2,2,2,2,1,2,1
536,2,2,2,2,2,2,2,2,1,2,1,1
537,2,2,2,2,2,2,2,1,2,1,1,2
538,2,2,2,2,2,2,1,2,1,1,2,2
539,2,2,2,2,2,1,2,1,1,2,2,1
540,2,2,2,2,1,2,1,1,2,2,1,2
541,2,2,2,1,2,1,1,2,2,1,2,2
542,2,2,1,2,1,1,2,2,1,2,2,2
543,2,1,2,1,1,2,2,1,2,2,2,2
544,1,2,1,1,2,2,1,2,2,2,2,2
545,2,1,1,2,2,1,2,2,2,2,2,2
546,1,1,2,2,1,2,2,2,2,2,2,2
547,1,2,2,1,2,2,2,2,2,2,2,2
548,2,2,1,2,2,2,2,2,2,2,2,1
549,2,1,2,2,2,2,2,2,2,2,1,2
550,1,2,2,2,2,2,2,2,2,1,2,1
551,2,2,2,2,2,2,2,2,1,2,1,2
552,2,2,2,2,2,2,2,1,2,1,2,2
553,2,2,2,2,2,2,1,2,1,2,2,2
554,2,2,2,2,2,1,2,1,2,2,2,2
555,2,2,2,2,1,2,1,2,2,2,2,2
556,2,2,2,1,2,1,2,2,2,2,2,1
557,2,2,1,2,1,2,2,2,2,2,1,2
558,2,1,2,1,2,2,2,2,2,1,2,1
559,1,2,1,2,2,2,2,2,1,2,1,1
560,2,1,2,2,2,2,2,1,2,1,1,2
561,1,2,2,2,2,2,1,2,1,1,2,1
562,2,2,2,2,2,1,2,1,1,2,1,1
563,2,2,2,2,1,2,1,1,2,1,1,1
564,2,2,2,1,2,1,1,2,1,1,1,0
565,2,2,1,2,1,1,2,1,1,1,0,0
566,2,1,2,1,1,2,1,1,1,0,0,0
567,1,2,1,1,2,1,1,1,0,0,0,0
568,2,1,1,2,1,1,1,0,0,0,0,0
569,1,1,2,1,1,1,0,0,0,0,0,0
570,1,2,1,1,1,0,0,0,0,0,0,0
571,2,1,1,1,0,0,0,0,0,0,0,0
572,1,1,1,0,0,0,0,0,0,0,0,0
573,1,1,0,0,0,0,0,0,0,0,0,0
574,1,0,0,0,0,0,0,0,0,0,0,0
575,0,0,0,0,0,0,0,0,0,0,0,0
576,0,0,0,0,0,0,0,0,0,0,0,0
577,0,0,0,0,0,0,0,0,0,0,0,0
578,0,0,0,0,0,0,0,0,0,0,0,0
579,0,0,0,0,0,0,0,0,0,0,0,0
580,0,0,0,0,0,0,0,0,0,0,0,0
581,0,0,0,0,0,0,0,0,0,0,0,0
582,0,0,0,0,0,0,0,0,0,0,0,0
583,0,0,0,0,0,0,0,0,0,0,0,0
584,0,0,0,0,0,0,0,0,0,0,0,0
585,0,0,0,0,0,0,0,0,0,0,0,0
586,0,0,0,0,0,0,0,0,0,0,0,0
587,0,0,0,0,0,0,0,0,0,0,0,0
588,0,0,0,0,0,0,0,0,0,0,0,0
589,0,0,0,0,0,0,0,0,0,0,0,0
590,0,0,0,0,0,0,0,0,0,0,0,0
591,0,0,0,0,0,0,0,0,0,0,0,0
592,0,0,0,0,0,0,0,0,0,0,0,0
593,0,0,0,0,0,0,0,0,0,0,0,0
594,0,0,0,0,0,0,0,0,0,0,0,0
595,0,0,0,0,0,0,0,0,0,0,0,0
596,0,0,0,0,0,0,0,0,0,0,0,0
597,0,0,0,0,0,0,0,0,0,0,0,0
598,0,0,0,0,0,0,0,0,0,0,0,0
599,0,0,0,0,0,0,0,0,0,0,0,0
600,0,0,0,0,0,0,0,0,0,0,0,0
601,0,0,0,0,0,0,0,0,0,0,0,0
602,0,0,0,0,0,0,0,0,0,0,0,0
603,0,0,0,0,0,0,0,0,0,0,0,0
604,0,0,0,0,0,0,0,0,0,0,0,0
605,0,0,0,0,0,0,0,0,0,0,0,0
606,0,0,0,0,0,0,0,0,0,0,0,0
607,0,0,0,0,0,0,0,0,0,0,0,0
608,0,0,0,0,0,0,0,0,0,0,0,0
609,0,0,0,0,0,0,0,0,0,0,0,0
610,0,0,0,0,0,0,0,0,0,0,0,0
611,0,0,0,0,0,0,0,0,0,0,0,0
612,0,0,0,0,0,0,0,0,0,0,0,0
613,0,0,0,0,0,0,0,0,0,0,0,0
614,0,0,0,0,0,0,0,0,0,0,0,0
615,0,0,0,0,0,0,0,0,0,0,0,0
616,0,0,0,0,0,0,0,0,0,0,0,0
617,0,0,0,0,0,0,0,0,0,0,0,0
618,0,0,0,0,0,0,0,0,0,0,0,0
619,0,0,0,0,0,0,0,0,0,0,0,0
620,0,0,0,0,0,0,0,0,0,0,0,0
621,0,0,0,0,0,0,0,0,0,0,0,0
622,0,0,0,0,0,0,0,0,0,0,0,0
623,0,0,0,0,0,0,0,0,0,0,0,0
624,0,0,0,0,0,0,0,0,0,0,0,0
625,0,0,0,0,0,0,0,0,0,0,0,0
626,0,0,0,0,0,0,0,0,0,0,0,0
627,0,0,0,0,0,0,0,0,0,0,0,0
628,0,0,0,0,0,0,0,0,0,0,0,0
629,0,0,0,0,0,0,0,0,0,0,0,0
630,0,0,0,0,0,0,0,0,0,0,0,0
631,0,0,0,0,0,0,0,0,0,0,0,0
632,0,0,0,0,0,0,0,0,0,0,0,0
633,0,0,0,0,0,0,0,0,0,0,0,0
634,0,0,0,0,0,0,0,0,0,0,0,0
635,0,0,0,0,0,0,0,0,0,0,0,0
636,0,0,0,0,0,0,0,0,0,0,0,1
637,0,0,0,0,0,0,0,0,0,0,1,1
638,0,0,0,0,0,0,0,0,0,1,1,1
639,0,0,0,0,0,0,0,0,1,1,1,1
640,0,0,0,0,0,0,0,1,1,1,1,1
641,0,0,0,0,0,0,1,1,1,1,1,1
642,0,0,0,0,0,1,1,1,1,1,1,1
643,0,0,0,0,1,1,1,1,1,1,1,1
644,0,0,0,1,1,1,1,1,1,1,1,1
645,0,0,1,1,1,1,1,1,1,1,1,1
646,0,1,1,1,1,1,1,1,1,1,1,1
647,1,1,1,1,1,1,1,1,1,1,1,2
648,1,1,1,1,1,1,1,1,1,1,2,1
649,1,1,1,1,1,1,1,1,1,2,1,1
650,1,1,1,1,1,1,1,1,2,1,1,1
651,1,1,1,1,1,1,1,2,1,1,1,1
652,1,1,1,1,1,1,2,1,1,1,1,1
653,1,1,1,1,1,2,1,1,1,1,1,1
654,1,1,1,1,2,1,1,1,1,1,1,1
655,1,1,1,2,1,1,1,1,1,1,1,1
656,1,1,2,1,1,1,1,1,1,1,1,1
657,1,2,1,1,1,1,1,1,1,1,1,1
658,2,1,1,1,1,1,1,1,1,1,1,1
659,1,1,1,1,1,1,1,1,1,1,1,1
660,1,1,1,1,1,1,1,1,1,1,1,1
661,1,1,1,1,1,1,1,1,1,1,1,1
662,1,1,1,1,1,1,1,1,1,1,1,1
663,1,1,1,1,1,1,1,1,1,1,1,1
664,1,1,1,1,1,1,1,1,1,1,1,1
665,1,1,1,1,1,1,1,1,1,1,1,1
666,1,1,1,1,1,1,1,1,1,1,1,1
667,1,1,1,1,1,1,1,1,1,1,1,2
668,1,1,1,1,1,1,1,1,1,1,2,1
669,1,1,1,1,1,1,1,1,1,2,1,1
670,1,1,1,1,1,1,1,1,2,1,1,2
671,1,1,1,1,1,1,1,2,1,1,2,1
672,1,1,1,1,1,1,2,1,1,2,1,1
673,1,1,1,1,1,2,1,1,2,1,1,2
674,1,1,1,1,2,1,1,2,1,1,2,1
675,1,1,1,2,1,1,2,1,1,2,1,2
676,1,1,2,1,1,2,1,1,2,1,2,1
677,1,2,1,1,2,1,1,2,1,2,1,2
678,2,1,1,2,1,1,2,1,2,1,2,1
679,1,1,2,1,1,2,1,2,1,2,1,1
680,1,2,1,1,2,1,2,1,2,1,1,1
681,2,1,1,2,1,2,1,2,1,1,1,1
682,1,1,2,1,2,1,2,1,1,1,1,2
683,1,2,1,2,1,2,1,1,1,1,2,1
684,2,1,2,1,2,1,1,1,1,2,1,2
685,1,2,1,2,1,1,1,1,2,1,2,1
686,2,1,2,1,1,1,1,2,1,2,1,1
687,1,2,1,1,1,1,2,1,2,1,1,2
688,2,1,1,1,1,2,1,2,1,1,2,1
689,1,1,1,1,2,1,2,1,1,2,1,1
690,1,1,1,2,1,2,1,1,2,1,1,1
691,1,1,2,1,2,1,1,2,1,1,1,1
692,1,2,1,2,1,1,2,1,1,1,1,1
693,2,1,2,1,1,2,1,1,1,1,1,2
694,1,2,1,1,2,1,1,1,1,1,2,1
695,2,1,1,2,1,1,1,1,1,2,1,2
696,1,1,2,1,1,1,1,1,2,1,2,1
697,1,2,1,1,1,1,1,2,1,2,1,1
698,2,1,1,1,1,1,2,1,2,1,1,1
699,1,1,1,1,1,2,1,2,1,1,1,1
700,1,1,1,1,2,1,2,1,1,1,1,1
701,1,1,1,2,1,2,1,1,1,1,1,2
702,1,1,2,1,2,1,1,1,1,1,2,1
703,1,2,1,2,1,1,1,1,1,2,1,2
704,2,1,2,1,1,1,1,1,2,1,2,1
705,1,2,1,1,1,1,1,2,1,2,1,2
706,2,1,1,1,1,1,2,1,2,1,2,2
707,1,1,1,1,1,2,1,2,1,2,2,1
708,1,1,1,1,2,1,2,1,2,2,1,2
709,1,1,1,2,1,2,1,2,2,1,2,1
710,1,1,2,1,2,1,2,2,1,2,1,1
711,1,2,1,2,1,2,2,1,2,1,1,2
712,2,1,2,1,2,2,1,2,1,1,2,1
713,1,2,1,2,2,1,2,1,1,2,1,2
714,2,1,2,2,1,2,1,1,2,1,2,2
715,1,2,2,1,2,1,1,2,1,2,2,2
716,2,2,1,2,1,1,2,1,2,2,2,2
717,2,1,2,1,1,2,1,2,2,2,2,2
718,1,2,1,1,2,1,2,2,2,2,2,1
719,2,1,1,2,1,2,2,2,2,2,1,2
720,1,1,2,1,2,2,2,2,2,1,2,2
721,1,2,1,2,2,2,2,2,1,2,2,2
722,2,1,2,2,2,2,2,1,2,2,2,1
723,1,2,2,2,2,2,1,2,2,2,1,2
724,2,2,2,2,2,1,2,2,2,1,2,1
725,2,2,2,2,1,2,2,2,1,2,1,1
726,2,2,2,1,2,2,2,1,2,1,1,1
727,2,2,1,2,2,2,1,2,1,1,1,2
728,2,1,2,2,2,1,2,1,1,1,2,2
729,1,2,2,2,1,2,1,1,1,2,2,1
730,2,2,2,1,2,1,1,1,2,2,1,1
731,2,2,1,2,1,1,1,2,2,1,1,1
732,2,1,2,1,1,1,2,2,1,1,1,1
733,1,2,1,1,1,2,2,1,1,1,1,1
734,2,1,1,1,2,2,1,1,1,1,1,1
735,1,1,1,2,2,1,1,1,1,1,1,1
736,1,1,2,2,1,1,1,1,1,1,1,1
737,1,2,2,1,1,1,1,1,1,1,1,1
738,2,2,1,1,1,1,1,1,1,1,1,1
739,2,1,1,1,1,1,1,1,1,1,1,2
740,1,1,1,1,1,1,1,1,1,1,2,1
741,1,1,1,1,1,1,1,1,1,2,1,1
742,1,1,1,1,1,1,1,1,2,1,1,1
743,1,1,1,1,1,1,1,2,1,1,1,1
744,1,1,1,1,1,1,2,1,1,1,1,2
745,1,1,1,1,1,2,1,1,1,1,2,2
746,1,1,1,1,2,1,1,1,1,2,2,1
747,1,1,1,2,1,1,1,1,2,2,1,2
748,1,1,2,1,1,1,1,2,2,1,2,2
749,1,2,1,1,1,1,2,2,1,2,2,2
750,2,1,1,1,1,2,2,1,2,2,2,2
751,1,1,1,1,2,2,1,2,2,2,2,2
752,1,1,1,2,2,1,2,2,2,2,2,2
753,1,1,2,2,1,2,2,2,2,2,2,2
754,1,2,2,1,2,2,2,2,2,2,2,1
755,2,2,1,2,2,2,2,2,2,2,1,2
756,2,1,2,2,2,2,2,2,2,1,2,0
757,1,2,2,2,2,2,2,2,1,2,0,0
758,2,2,2,2,2,2,2,1,2,0,0,0
759,2,2,2,2,2,2,1,2,0,0,0,0
760,2,2,2,2,2,1,2,0,0,0,0,0
761,2,2,2,2,1,2,0,0,0,0,0,0
762,2,2,2,1,2,0,0,0,0,0,0,0
763,2,2,1,2,0,0,0,0,0,0,0,0
764,2,1,2,0,0,0,0,0,0,0,0,0
765,1,2,0,0,0,0,0,0,0,0,0,0
766,2,0,0,0,0,0,0,0,0,0,0,0
767,0,0,0,0,0,0,0,0,0,0,0,0
768,0,0,0,0,0,0,0,0,0,0,0,0
769,0,0,0,0,0,0,0,0,0,0,0,0
770,0,0,0,0,0,0,0,0,0,0,0,0
771,0,0,0,0,0,0,0,0,0,0,0,0
772,0,0,0,0,0,0,0,0,0,0,0,0
773,0,0,0,0,0,0,0,0,0,0,0,0
774,0,0,0,0,0,0,0,0,0,0,0,0
775,0,0,0,0,0,0,0,0,0,0,0,0
776,0,0,0,0,0,0,0,0,0,0,0,0
777,0,0,0,0,0,0,0,0,0,0,0,0
778,0,0,0,0,0,0,0,0,0,0,0,0
779,0,0,0,0,0,0,0,0,0,0,0,0
780,0,0,0,0,0,0,0,0,0,0,0,0
781,0,0,0,0,0,0,0,0,0,0,0,0
782,0,0,0,0,0,0,0,0,0,0,0,0
783,0,0,0,0,0,0,0,0,0,0,0,0
784,0,0,0,0,0,0,0,0,0,0,0,0
785,0,0,0,0,0,0,0,0,0,0,0,0
786,0,0,0,0,0,0,0,0,0,0,0,0
787,0,0,0,0,0,0,0,0,0,0,0,0
788,0,0,0,0,0,0,0,0,0,0,0,0
789,0,0,0,0,0,0,0,0,0,0,0,0
790,0,0,0,0,0,0,0,0,0,0,0,0
791,0,0,0,0,0,0,0,0,0,0,0,0
792,0,0,0,0,0,0,0,0,0,0,0,0
793,0,0,0,0,0,0,0,0,0,0,0,0
794,0,0,0,0,0,0,0,0,0,0,0,0
795,0,0,0,0,0,0,0,0,0,0,0,0
796,0,0,0,0,0,0,0,0,0,0,0,0
797,0,0,0,0,0,0,0,0,0,0,0,0
798,0,0,0,0,0,0,0,0,0,0,0,0
799,0,0,0,0,0,0,0,0,0,0,0,0
800,0,0,0,0,0,0,0,0,0,0,0,0
801,0,0,0,0,0,0,0,0,0,0,0,0
802,0,0,0,0,0,0,0,0,0,0,0,0
803,0,0,0,0,0,0,0,0,0,0,0,0
804,0,0,0,0,0,0,0,0,0,0,0,2
805,0,0,0,0,0,0,0,0,0,0,2,1
806,0,0,0,0,0,0,0,0,0,2,1,1
807,0,0,0,0,0,0,0,0,2,1,1,2
808,0,0,0,0,0,0,0,2,1,1,2,1
809,0,0,0,0,0,0,2,1,1,2,1,2
810,0,0,0,0,0,2,1,1,2,1,2,2
811,0,0,0,0,2,1,1,2,1,2,2,2
812,0,0,0,2,1,1,2,1,2,2,2,2
813,0,0,2,1,1,2,1,2,2,2,2,2
814,0,2,1,1,2,1,2,2,2,2,2,2
815,2,1,1,2,1,2,2,2,2,2,2,2
816,1,1,2,1,2,2,2,2,2,2,2,2
817,1,2,1,2,2,2,2,2,2,2,2,2
818,2,1,2,2,2,2,2,2,2,2,2,1
819,1,2,2,2,2,2,2,2,2,2,1,2
820,2,2,2,2,2,2,2,2,2,1,2,1
821,2,2,2,2,2,2,2,2,1,2,1,2
822,2,2,2,2,2,2,2,1,2,1,2,2
823,2,2,2,2,2,2,1,2,1,2,2,2
824,2,2,2,2,2,1,2,1,2,2,2,2
825,2,2,2,2,1,2,1,2,2,2,2,2
826,2,2,2,1,2,1,2,2,2,2,2,2
827,2,2,1,2,1,2,2,2,2,2,2,2
828,2,1,2,1,2,2,2,2,2,2,2,0
829,1,2,1,2,2,2,2,2,2,2,0,0
830,2,1,2,2,2,2,2,2,2,0,0,0
831,1,2,2,2,2,2,2,2,0,0,0,0
832,2,2,2,2,2,2,2,0,0,0,0,0
833,2,2,2,2,2,2,0,0,0,0,0,0
834,2,2,2,2,2,0,0,0,0,0,0,0
835,2,2,2,2,0,0,0,0,0,0,0,0
836,2,2,2,0,0,0,0,0,0,0,0,0
837,2,2,0,0,0,0,0,0,0,0,0,0
838,2,0,0,0,0,0,0,0,0,0,0,0
839,0,0,0,0,0,0,0,0,0,0,0,0
840,0,0,0,0,0,0,0,0,0,0,0,0
841,0,0,0,0,0,0,0,0,0,0,0,0
842,0,0,0,0,0,0,0,0,0,0,0,0
843,0,0,0,0,0,0,0,0,0,0,0,0
844,0,0,0,0,0,0,0,0,0,0,0,0
845,0,0,0,0,0,0,0,0,0,0,0,0
846,0,0,0,0,0,0,0,0,0,0,0,0
847,0,0,0,0,0,0,0,0,0,0,0,0
848,0,0,0,0,0,0,0,0,0,0,0,0
849,0,0,0,0,0,0,0,0,0,0,0,0
850,0,0,0,0,0,0,0,0,0,0,0,0
851,0,0,0,0,0,0,0,0,0,0,0,0
852,0,0,0,0,0,0,0,0,0,0,0,2
853,0,0,0,0,0,0,0,0,0,0,2,2
854,0,0,0,0,0,0,0,0,0,2,2,2
855,0,0,0,0,0,0,0,0,2,2,2,1
856,0,0,0,0,0,0,0,2,2,2,1,1
857,0,0,0,0,0,0,2,2,2,1,1,2
858,0,0,0,0,0,2,2,2,1,1,2,2
859,0,0,0,0,2,2,2,1,1,2,2,2
860,0,0,0,2,2,2,1,1,2,2,2,2
861,0,0,2,2,2,1,1,2,2,2,2,0
862,0,2,2,2,1,1,2,2,2,2,0,0
863,2,2,2,1,1,2,2,2,2,0,0,0
864,2,2,1,1,2,2,2,2,0,0,0,0
865,2,1,1,2,2,2,2,0,0,0,0,0
866,1,1,2,2,2,2,0,0,0,0,0,0
867,1,2,2,2,2,0,0,0,0,0,0,0
868,2,2,2,2,0,0,0,0,0,0,0,1
869,2,2,2,0,0,0,0,0,0,0,1,1
870,2,2,0,0,0,0,0,0,0,1,1,1
871,2,0,0,0,0,0,0,0,1,1,1,1
872,0,0,0,0,0,0,0,1,1,1,1,2
873,0,0,0,0,0,0,1,1,1,1,2,2
874,0,0,0,0,0,1,1,1,1,2,2,1
875,0,0,0,0,1,1,1,1,2,2,1,2
876,0,0,0,1,1,1,1,2,2,1,2,3
877,0,0,1,1,1,1,2,2,1,2,3,2
878,0,1,1,1,1,2,2,1,2,3,2,2
879,1,1,1,1,2,2,1,2,3,2,2,2
880,1,1,1,2,2,1,2,3,2,2,2,2
881,1,1,2,2,1,2,3,2,2,2,2,3
882,1,2,2,1,2,3,2,2,2,2,3,2
883,2,2,1,2,3,2,2,2,2,3,2,2
884,2,1,2,3,2,2,2,2,3,2,2,2
885,1,2,3,2,2,2,2,3,2,2,2,2
886,2,3,2,2,2,2,3,2,2,2,2,2
887,3,2,2,2,2,3,2,2,2,2,2,2
888,2,2,2,2,3,2,2,2,2,2,2,2
889,2,2,2,3,2,2,2,2,2,2,2,2
890,2,2,3,2,2,2,2,2,2,2,2,1
891,2,3,2,2,2,2,2,2,2,2,1,1
892,3,2,2,2,2,2,2,2,2,1,1,2
893,2,2,2,2,2,2,2,2,1,1,2,1
894,2,2,2,2,2,2,2,1,1,2,1,1
895,2,2,2,2,2,2,1,1,2,1,1,1
896,2,2,2,2,2,1,1,2,1,1,1,1
897,2,2,2,2,1,1,2,1,1,1,1,1
898,2,2,2,1,1,2,1,1,1,1,1,1
899,2,2,1,1,2,1,1,1,1,1,1,1
900,2,1,1,2,1,1,1,1,1,1,1,1
901,1,1,2,1,1,1,1,1,1,1,1,1
902,1,2,1,1,1,1,1,1,1,1,1,1
903,2,1,1,1,1,1,1,1,1,1,1,1
904,1,1,1,1,1,1,1,1,1,1,1,1
905,1,1,1,1,1,1,1,1,1,1,1,1
906,1,1,1,1,1,1,1,1,1,1,1,2
907,1,1,1,1,1,1,1,1,1,1,2,1
908,1,1,1,1,1,1,1,1,1,2,1,1
909,1,1,1,1,1,1,1,1,2,1,1,1
910,1,1,1,1,1,1,1,2,1,1,1,1
911,1,1,1,1,1,1,2,1,1,1,1,1
912,1,1,1,1,1,2,1,1,1,1,1,1
913,1,1,1,1,2,1,1,1,1,1,1,1
914,1,1,1,2,1,1,1,1,1,1,1,1
915,1,1,2,1,1,1,1,1,1,1,1,1
916,1,2,1,1,1,1,1,1,1,1,1,1
917,2,1,1,1,1,1,1,1,1,1,1,1
918,1,1,1,1,1,1,1,1,1,1,1,1
919,1,1,1,1,1,1,1,1,1,1,1,1
920,1,1,1,1,1,1,1,1,1,1,1,1
921,1,1,1,1,1,1,1,1,1,1,1,1
922,1,1,1,1,1,1,1,1,1,1,1,1
923,1,1,1,1,1,1,1,1,1,1,1,1
924,1,1,1,1,1,1,1,1,1,1,1,1
925,1,1,1,1,1,1,1,1,1,1,1,1
926,1,1,1,1,1,1,1,1,1,1,1,1
927,1,1,1,1,1,1,1,1,1,1,1,1
928,1,1,1,1,1,1,1,1,1,1,1,1
929,1,1,1,1,1,1,1,1,1,1,1,1
930,1,1,1,1,1,1,1,1,1,1,1,1
931,1,1,1,1,1,1,1,1,1,1,1,2
932,1,1,1,1,1,1,1,1,1,1,2,2
933,1,1,1,1,1,1,1,1,1,2,2,1
934,1,1,1,1,1,1,1,1,2,2,1,1
935,1,1,1,1,1,1,1,2,2,1,1,1
936,1,1,1,1,1,1,2,2,1,1,1,1
937,1,1,1,1,1,2,2,1,1,1,1,1
938,1,1,1,1,2,2,1,1,1,1,1,2
939,1,1,1,2,2,1,1,1,1,1,2,1
940,1,1,2,2,1,1,1,1,1,2,1,1
941,1,2,2,1,1,1,1,1,2,1,1,1
942,2,2,1,1,1,1,1,2,1,1,1,1
943,2,1,1,1,1,1,2,1,1,1,1,1
944,1,1,1,1,1,2,1,1,1,1,1,1
945,1,1,1,1,2,1,1,1,1,1,1,1
946,1,1,1,2,1,1,1,1,1,1,1,1
947,1,1,2,1,1,1,1,1,1,1,1,1
948,1,2,1,1,1,1,1,1,1,1,1,1
949,2,1,1,1,1,1,1,1,1,1,1,1
950,1,1,1,1,1,1,1,1,1,1,1,1
951,1,1,1,1,1,1,1,1,1,1,1,1
952,1,1,1,1,1,1,1,1,1,1,1,1
953,1,1,1,1,1,1,1,1,1,1,1,1
954,1,1,1,1,1,1,1,1,1,1,1,2
955,1,1,1,1,1,1,1,1,1,1,2,2
956,1,1,1,1,1,1,1,1,1,2,2,2
957,1,1,1,1,1,1,1,1,2,2,2,2
958,1,1,1,1,1,1,1,2,2,2,2,3
959,1,1,1,1,1,1,2,2,2,2,3,3
960,1,1,1,1,1,2,2,2,2,3,3,3
961,1,1,1,1,2,2,2,2,3,3,3,2
962,1,1,1,2,2,2,2,3,3,3,2,2
963,1,1,2,2,2,2,3,3,3,2,2,2
964,1,2,2,2,2,3,3,3,2,2,2,2
965,2,2,2,2,3,3,3,2,2,2,2,2
966,2,2,2,3,3,3,2,2,2,2,2,2
967,2,2,3,3,3,2,2,2,2,2,2,2
968,2,3,3,3,2,2,2,2,2,2,2,2
969,3,3,3,2,2,2,2,2,2,2,2,2
970,3,3,2,2,2,2,2,2,2,2,2,2
971,3,2,2,2,2,2,2,2,2,2,2,2
972,2,2,2,2,2,2,2,2,2,2,2,2
973,2,2,2,2,2,2,2,2,2,2,2,2
974,2,2,2,2,2,2,2,2,2,2,2,3
975,2,2,2,2,2,2,2,2,2,2,3,3
976,2,2,2,2,2,2,2,2,2,3,3,3
977,2,2,2,2,2,2,2,2,3,3,3,3
978,2,2,2,2,2,2,2,3,3,3,3,3
979,2,2,2,2,2,2,3,3,3,3,3,3
980,2,2,2,2,2,3,3,3,3,3,3,3
981,2,2,2,2,3,3,3,3,3,3,3,3
982,2,2,2,3,3,3,3,3,3,3,3,3
983,2,2,3,3,3,3,3,3,3,3,3,2
984,2,3,3,3,3,3,3,3,3,3,2,2
985,3,3,3,3,3,3,3,3,3,2,2,2
986,3,3,3,3,3,3,3,3,2,2,2,2
987,3,3,3,3,3,3,3,2,2,2,2,1
988,3,3,3,3,3,3,2,2,2,2,1,2
989,3,3,3,3,3,2,2,2,2,1,2,2
990,3,3,3,3,2,2,2,2,1,2,2,2
991,3,3,3,2,2,2,2,1,2,2,2,2
992,3,3,2,2,2,2,1,2,2,2,2,2
993,3,2,2,2,2,1,2,2,2,2,2,2
994,2,2,2,2,1,2,2,2,2,2,2,2
995,2,2,2,1,2,2,2,2,2,2,2,2
996,2,2,1,2,2,2,2,2,2,2,2,2
997,2,1,2,2,2,2,2,2,2,2,2,3
998,1,2,2,2,2,2,2,2,2,2,3,3
999,2,2,2,2,2,2,2,2,2,3,3,3
1000,2,2,2,2,2,2,2,2,3,3,3,3
1001,2,2,2,2,2,2,2,3,3,3,3,3
1002,2,2,2,2,2,2,3,3,3,3,3,4
1003,2,2,2,2,2,3,3,3,3,3,4,5
1004,2,2,2,2,3,3,3,3,3,4,5,5
1005,2,2,2,3,3,3,3,3,4,5,5,5
1006,2,2,3,3,3,3,3,4,5,5,5,4
1007,2,3,3,3,3,3,4,5,5,5,4,4
1008,3,3,3,3,3,4,5,5,5,4,4,3
1009,3,3,3,3,4,5,5,5,4,4,3,3
1010,3,3,3,4,5,5,5,4,4,3,3,3
1011,3,3,4,5,5,5,4,4,3,3,3,2
1012,3,4,5,5,5,4,4,3,3,3,2,2
1013,4,5,5,5,4,4,3,3,3,2,2,2
1014,5,5,5,4,4,3,3,3,2,2,2,2
1015,5,5,4,4,3,3,3,2,2,2,2,2
1016,5,4,4,3,3,3,2,2,2,2,2,2
1017,4,4,3,3,3,2,2,2,2,2,2,2
1018,4,3,3,3,2,2,2,2,2,2,2,2
1019,3,3,3,2,2,2,2,2,2,2,2,2
1020,3,3,2,2,2,2,2,2,2,2,2,3
1021,3,2,2,2,2,2,2,2,2,2,3,2
1022,2,2,2,2,2,2,2,2,2,3,2,2
1023,2,2,2,2,2,2,2,2,3,2,2,2
1024,2,2,2,2,2,2,2,3,2,2,2,2
1025,2,2,2,2,2,2,3,2,2,2,2,2
1026,2,2,2,2,2,3,2,2,2,2,2,2
1027,2,2,2,2,3,2,2,2,2,2,2,2
1028,2,2,2,3,2,2,2,2,2,2,2,2
1029,2,2,3,2,2,2,2,2,2,2,2,2
1030,2,3,2,2,2,2,2,2,2,2,2,2
1031,3,2,2,2,2,2,2,2,2,2,2,2
1032,2,2,2,2,2,2,2,2,2,2,2,2
1033,2,2,2,2,2,2,2,2,2,2,2,2
1034,2,2,2,2,2,2,2,2,2,2,2,2
1035,2,2,2,2,2,2,2,2,2,2,2,2
1036,2,2,2,2,2,2,2,2,2,2,2,2
1037,2,2,2,2,2,2,2,2,2,2,2,2
1038,2,2,2,2,2,2,2,2,2,2,2,2
1039,2,2,2,2,2,2,2,2,2,2,2,2
1040,2,2,2,2,2,2,2,2,2,2,2,2
1041,2,2,2,2,2,2,2,2,2,2,2,2
1042,2,2,2,2,2,2,2,2,2,2,2,2
1043,2,2,2,2,2,2,2,2,2,2,2,2
1044,2,2,2,2,2,2,2,2,2,2,2,2
1045,2,2,2,2,2,2,2,2,2,2,2,2
1046,2,2,2,2,2,2,2,2,2,2,2,2
1047,2,2,2,2,2,2,2,2,2,2,2,2
1048,2,2,2,2,2,2,2,2,2,2,2,2
1049,2,2,2,2,2,2,2,2,2,2,2,2
1050,2,2,2,2,2,2,2,2,2,2,2,2
1051,2,2,2,2,2,2,2,2,2,2,2,2
1052,2,2,2,2,2,2,2,2,2,2,2,2
1053,2,2,2,2,2,2,2,2,2,2,2,2
1054,2,2,2,2,2,2,2,2,2,2,2,2
1055,2,2,2,2,2,2,2,2,2,2,2,1
1056,2,2,2,2,2,2,2,2,2,2,1,1
1057,2,2,2,2,2,2,2,2,2,1,1,1
1058,2,2,2,2,2,2,2,2,1,1,1,1
